"Fix ID","Type","Type name","Family","Page","Page slug","Page ID","Where stored","Current value","Change to","Why","Effort","Renders today","v2 ID","Status","Assigned to","Date fixed","Notes"
"T5-17","5","Data components not set to Force (always re-fetch)","Actions","view","/forms/actions/view","1686532","section 2380177 · #4 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-18","5","Data components not set to Force (always re-fetch)","Actions","view","/forms/actions/view","1686532","section 2380178 · #5 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-19","5","Data components not set to Force (always re-fetch)","Actions","view","/forms/actions/view","1686532","section 2380179 · #6 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-20","5","Data components not set to Force (always re-fetch)","Actions","view","/forms/actions/view","1686532","section 2380180 · #7 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-21","5","Data components not set to Force (always re-fetch)","Actions","view","/forms/actions/view","1686532","section 2380181 · #8 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-22","5","Data components not set to Force (always re-fetch)","Actions","view","/forms/actions/view","1686532","section 2380182 · #9 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-23","5","Data components not set to Force (always re-fetch)","Capabilities","Capabilities","/forms/capabilities","1690288","section 2383868 · #1 · Spreadsheet","fetchMode ""smart"" → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-24","5","Data components not set to Force (always re-fetch)","Capabilities","Capabilities","/forms/capabilities","1690288","section 2383871 · #4 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-25","5","Data components not set to Force (always re-fetch)","Capabilities","card","/forms/capabilities/card","1690678","section 2380113 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-26","5","Data components not set to Force (always re-fetch)","Capabilities","card","/forms/capabilities/card","1690678","section 2380114 · #3 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-27","5","Data components not set to Force (always re-fetch)","Capabilities","edit_simple","/forms/capabilities/edit_simple","1696914","section 2380107 · #1 · Spreadsheet","fetchMode not set → effective ""cache""","Data Fetch Mode → Force (always re-fetch)","renders the snapshot saved with the section and never re-queries in view mode","section config","yes","—","","","",""
"T5-28","5","Data components not set to Force (always re-fetch)","Capabilities","edit_simple","/forms/capabilities/edit_simple","1696914","section 2380110 · #4 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-29","5","Data components not set to Force (always re-fetch)","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380143 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-30","5","Data components not set to Force (always re-fetch)","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380144 · #3 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-31","5","Data components not set to Force (always re-fetch)","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380145 · #4 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-32","5","Data components not set to Force (always re-fetch)","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380146 · #5 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-33","5","Data components not set to Force (always re-fetch)","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380147 · #6 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-34","5","Data components not set to Force (always re-fetch)","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380148 · #7 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-35","5","Data components not set to Force (always re-fetch)","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380149 · #8 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-36","5","Data components not set to Force (always re-fetch)","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380150 · #9 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-37","5","Data components not set to Force (always re-fetch)","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380151 · #10 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-38","5","Data components not set to Force (always re-fetch)","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380152 · #11 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-39","5","Data components not set to Force (always re-fetch)","Capabilities","single_edit_new","/forms/capabilities/single_edit_new","2323522","section 2380153 · #12 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-40","5","Data components not set to Force (always re-fetch)","Capabilities","view","/forms/capabilities/view","1692121","section 2380130 · #2 · Card","fetchMode not set → effective ""cache""","Data Fetch Mode → Force (always re-fetch)","renders the snapshot saved with the section and never re-queries in view mode","section config","yes","—","","","",""
"T5-41","5","Data components not set to Force (always re-fetch)","Capabilities","view","/forms/capabilities/view","1692121","section 2380131 · #3 · Card","fetchMode not set → effective ""cache""","Data Fetch Mode → Force (always re-fetch)","renders the snapshot saved with the section and never re-queries in view mode","section config","yes","—","","","",""
"T5-42","5","Data components not set to Force (always re-fetch)","Capabilities","view","/forms/capabilities/view","1692121","section 2380132 · #4 · Card","fetchMode not set → effective ""cache""","Data Fetch Mode → Force (always re-fetch)","renders the snapshot saved with the section and never re-queries in view mode","section config","yes","—","","","",""
"T5-43","5","Data components not set to Force (always re-fetch)","Capabilities","view","/forms/capabilities/view","1692121","section 2380133 · #5 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-44","5","Data components not set to Force (always re-fetch)","Capabilities","view","/forms/capabilities/view","1692121","section 2380134 · #6 · Card","fetchMode not set → effective ""cache""","Data Fetch Mode → Force (always re-fetch)","renders the snapshot saved with the section and never re-queries in view mode","section config","yes","—","","","",""
"T5-45","5","Data components not set to Force (always re-fetch)","Capabilities","view","/forms/capabilities/view","1692121","section 2380135 · #7 · Card","fetchMode not set → effective ""cache""","Data Fetch Mode → Force (always re-fetch)","renders the snapshot saved with the section and never re-queries in view mode","section config","yes","—","","","",""
"T5-46","5","Data components not set to Force (always re-fetch)","Capabilities","view","/forms/capabilities/view","1692121","section 2380136 · #8 · Card","fetchMode not set → effective ""cache""","Data Fetch Mode → Force (always re-fetch)","renders the snapshot saved with the section and never re-queries in view mode","section config","yes","—","","","",""
"T5-47","5","Data components not set to Force (always re-fetch)","Capabilities","view","/forms/capabilities/view","1692121","section 2380137 · #9 · Card","fetchMode not set → effective ""cache""","Data Fetch Mode → Force (always re-fetch)","renders the snapshot saved with the section and never re-queries in view mode","section config","yes","—","","","",""
"T5-48","5","Data components not set to Force (always re-fetch)","Capabilities","view","/forms/capabilities/view","1692121","section 2380138 · #10 · Card","fetchMode not set → effective ""cache""","Data Fetch Mode → Force (always re-fetch)","renders the snapshot saved with the section and never re-queries in view mode","section config","yes","—","","","",""
"T5-49","5","Data components not set to Force (always re-fetch)","Capabilities","view","/forms/capabilities/view","1692121","section 2380139 · #11 · Card","fetchMode not set → effective ""cache""","Data Fetch Mode → Force (always re-fetch)","renders the snapshot saved with the section and never re-queries in view mode","section config","yes","—","","","",""
"T5-50","5","Data components not set to Force (always re-fetch)","Capabilities","view","/forms/capabilities/view","1692121","section 2380140 · #12 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-51","5","Data components not set to Force (always re-fetch)","Hazards of Concern","Hazards of Concern","/forms/hazards_of_concern","1444290","section 2380094 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-52","5","Data components not set to Force (always re-fetch)","Hazards of Concern","edit","/forms/hazards_of_concern/edit","1702741","section 2380100 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-53","5","Data components not set to Force (always re-fetch)","Hazards of Concern","single_edit","/forms/hazards_of_concern/single_edit","1713782","section 2380095 · #0 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-54","5","Data components not set to Force (always re-fetch)","Hazards of Concern","single_edit","/forms/hazards_of_concern/single_edit","1713782","section 2380097 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-55","5","Data components not set to Force (always re-fetch)","High Hazard Dams","High Hazard Dams","/forms/high_hazard_dams","1444479","section 2341106 · #0 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-56","5","Data components not set to Force (always re-fetch)","High Hazard Dams","single_edit","/forms/high_hazard_dams/single_edit","1444469","section 2341109 · #0 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-57","5","Data components not set to Force (always re-fetch)","High Hazard Dams","single_edit","/forms/high_hazard_dams/single_edit","1444469","section 2341110 · #1 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-58","5","Data components not set to Force (always re-fetch)","High Hazard Dams","single_edit","/forms/high_hazard_dams/single_edit","1444469","section 2341111 · #2 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-59","5","Data components not set to Force (always re-fetch)","High Hazard Dams","single_edit","/forms/high_hazard_dams/single_edit","1444469","section 2341112 · #3 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-60","5","Data components not set to Force (always re-fetch)","High Hazard Dams","single_edit","/forms/high_hazard_dams/single_edit","1444469","section 2341113 · #4 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-61","5","Data components not set to Force (always re-fetch)","High Hazard Dams","single_edit","/forms/high_hazard_dams/single_edit","1444469","section 2341114 · #5 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-62","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379900 · #4 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-63","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379902 · #6 · Spreadsheet","fetchMode ""smart"" → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-64","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379905 · #9 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-65","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379906 · #10 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-66","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379909 · #13 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-67","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379910 · #14 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-68","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379912 · #16 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-69","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379914 · #18 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-70","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379915 · #19 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-71","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379916 · #20 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-72","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379918 · #22 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-73","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379919 · #23 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-74","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379921 · #25 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-75","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379923 · #27 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-76","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379925 · #29 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-77","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379927 · #31 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-78","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379928 · #32 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-79","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379930 · #34 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-80","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379931 · #35 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-81","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379933 · #37 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-82","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379934 · #38 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-83","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379935 · #39 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-84","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379937 · #41 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-85","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379938 · #42 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-86","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379940 · #44 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-87","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379941 · #45 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-88","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379943 · #47 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-89","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379945 · #49 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-90","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379947 · #51 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-91","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379950 · #54 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-92","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379953 · #57 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-93","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379954 · #58 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-94","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379957 · #61 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-95","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379958 · #62 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-96","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379959 · #63 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-97","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379962 · #66 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-98","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379964 · #68 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-99","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379966 · #70 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-100","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379968 · #72 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-101","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379969 · #73 · Spreadsheet","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-102","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379970 · #74 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
"T5-103","5","Data components not set to Force (always re-fetch)","Jurisdictional Annex Entry","Jurisdictional Annex Entry Page","/forms/jurisdictional_annex_entry_page","2334433","section 2379972 · #76 · Card","fetchMode not set → effective ""smart""","Data Fetch Mode → Force (always re-fetch)","only re-queries when the fetch key changes, so an edit made elsewhere can show stale","section config","yes","—","","","",""
